campaign_id,campaign_type,channel,region,impressions,clicks,conversions,revenue_generated,campaign_cost,customer_acquisition_cost,date
CAMP-01466,Paid Ads,Meta Ads,North America,15851,791,40,8495.78,3347.72,83.69,2024-09-27
CAMP-01467,Affiliate,CJ Affiliate,Middle East & Africa,50619,4737,436,43730.3,1422.34,3.26,2024-11-21
CAMP-01468,Email,Mailchimp,Latin America,47497,9209,344,33950.44,1871.77,5.44,2024-01-10
CAMP-01469,Email,SendGrid,Asia Pacific,67739,15697,2090,345763.44,2921.49,1.4,2023-06-29
CAMP-01470,Affiliate,CJ Affiliate,Middle East & Africa,32190,2489,214,30230.63,2907.18,13.58,2024-12-27
CAMP-01471,Social Media,LinkedIn,Europe,40753,674,10,1880.19,1447.77,144.78,2024-07-06
CAMP-01472,Influencer,TikTok Influencer,Middle East & Africa,27038,1066,15,1627.73,7450.29,496.69,2024-12-20
CAMP-01473,Affiliate,CJ Affiliate,Asia Pacific,79391,9887,1010,164835.33,1956.99,1.94,2023-12-28
CAMP-01474,SEO/Content,Content Hub,Latin America,27658,1550,71,7812.4,1733.67,24.42,2023-10-11
CAMP-01475,Paid Ads,Bing Ads,Latin America,15574,867,62,8735.62,11183.49,180.38,2024-05-12
CAMP-01476,Email,SendGrid,Middle East & Africa,22731,2864,157,16318.17,2200.26,14.01,2024-11-25
CAMP-01477,Paid Ads,YouTube Ads,Middle East & Africa,25486,667,17,2519.56,7881.88,463.64,2024-01-12
CAMP-01478,Affiliate,CJ Affiliate,Europe,3016,107,4,988.21,746.33,186.58,2024-04-13
CAMP-01479,Influencer,Instagram Influencer,Asia Pacific,4308,120,1,100.43,5151.61,5151.61,2023-03-20
CAMP-01480,Paid Ads,Google Ads,Europe,34148,3075,214,61810.42,11863.52,55.44,2024-05-23
CAMP-01481,Social Media,Facebook,Asia Pacific,12312,290,5,903.73,3295.99,659.2,2024-03-02
CAMP-01482,SEO/Content,Blog,Latin America,32346,4691,341,35305.93,4577.07,13.42,2023-12-22
CAMP-01483,Affiliate,Rakuten,North America,15292,1009,162,50089.74,3477.84,21.47,2023-10-26
CAMP-01484,Email,Mailchimp,Middle East & Africa,26391,2473,139,11346.74,1110.23,7.99,2024-10-22
CAMP-01485,SEO/Content,Organic Search,Asia Pacific,15837,2332,80,13146.56,3879.47,48.49,2024-05-12
CAMP-01486,Affiliate,Rakuten,Middle East & Africa,9699,465,25,3029.63,1861.84,74.47,2024-03-31
CAMP-01487,SEO/Content,Blog,Asia Pacific,31370,2961,383,78361.54,5797.83,15.14,2023-06-25
CAMP-01488,Social Media,Twitter,Asia Pacific,21550,375,14,1168.08,3816.05,272.57,2023-10-23
CAMP-01489,Email,Mailchimp,Asia Pacific,27091,3575,304,49523.18,1138.83,3.75,2023-10-19
CAMP-01490,Social Media,Instagram,Middle East & Africa,24239,473,27,2538.14,4237.58,156.95,2023-10-20
CAMP-01491,Social Media,Instagram,Europe,75097,1361,35,4058.67,2898.61,82.82,2023-09-01
CAMP-01492,Paid Ads,Meta Ads,Latin America,28005,1639,114,19444.42,5082.74,44.59,2023-09-24
CAMP-01493,Social Media,Facebook,Asia Pacific,6283,61,1,89.37,1530.63,1530.63,2023-12-19
CAMP-01494,Influencer,TikTok Influencer,Europe,38913,3619,188,44015.14,20299.49,107.98,2024-06-30
CAMP-01495,Email,SendGrid,Latin America,8617,1379,147,20993.28,2838.1,19.31,2023-05-29
CAMP-01496,Paid Ads,Meta Ads,North America,139118,10473,1546,556723.36,10217.92,6.61,2024-07-13
CAMP-01497,Paid Ads,Bing Ads,Latin America,26272,1881,119,17687.37,12759.73,107.22,2023-10-24
CAMP-01498,SEO/Content,Content Hub,Europe,75467,11323,1457,212945.32,3500.75,2.4,2024-08-01
CAMP-01499,Influencer,YouTube Influencer,North America,45675,7283,663,165715.37,13100.08,19.76,2024-05-05
CAMP-01500,Social Media,Facebook,Asia Pacific,35281,1706,112,11695.37,7109.94,63.48,2023-01-26
CAMP-01501,Social Media,Twitter,Asia Pacific,101090,5482,134,16227.96,4931.28,36.8,2023-04-05
CAMP-01502,SEO/Content,Content Hub,Europe,83061,14201,1595,304704.29,2550.15,1.6,2024-08-20
CAMP-01503,Paid Ads,Meta Ads,North America,21631,856,28,4812.59,4946.86,176.67,2023-03-27
CAMP-01504,Influencer,TikTok Influencer,North America,76513,5999,439,84589.04,25019.13,56.99,2024-06-08
CAMP-01505,Influencer,YouTube Influencer,Middle East & Africa,38432,1216,39,5025.41,7733.58,198.3,2024-09-11
CAMP-01506,Email,HubSpot,Asia Pacific,10462,921,24,3859.47,936.79,39.03,2024-02-12
CAMP-01507,Influencer,YouTube Influencer,Latin America,37644,982,13,1918.59,6147.05,472.85,2024-01-17
CAMP-01508,Paid Ads,Bing Ads,Asia Pacific,9186,728,39,10652.89,12839.07,329.21,2024-04-01
CAMP-01509,Email,Mailchimp,Latin America,54531,9904,576,71289.49,1581.84,2.75,2024-03-01
CAMP-01510,Paid Ads,Meta Ads,Latin America,4125,61,1,101.34,3186.47,3186.47,2024-02-29
CAMP-01511,SEO/Content,Content Hub,North America,47408,10091,780,180749.8,4509.25,5.78,2023-05-28
CAMP-01512,Influencer,TikTok Influencer,Asia Pacific,44130,2943,110,24368.74,10370.03,94.27,2023-03-09
CAMP-01513,SEO/Content,Organic Search,North America,93399,17680,1615,307720.7,2041.28,1.26,2023-01-07
CAMP-01514,Paid Ads,YouTube Ads,Europe,7619,476,51,12446.03,10561.49,207.09,2024-07-23
CAMP-01515,SEO/Content,Blog,Europe,38855,13877,2621,446175.72,4888.64,1.87,2023-07-10
CAMP-01516,Paid Ads,YouTube Ads,North America,54578,5658,1399,545511.29,24926.05,17.82,2023-11-06
CAMP-01517,Paid Ads,YouTube Ads,Middle East & Africa,6133,228,7,883.63,7081.1,1011.59,2024-04-19
CAMP-01518,Email,Mailchimp,Asia Pacific,151421,32413,4830,930928.2,3769.34,0.78,2023-11-04
CAMP-01519,Affiliate,ShareASale,North America,91410,25548,5337,1843895.76,5195.26,0.97,2024-10-31
CAMP-01520,Paid Ads,YouTube Ads,Europe,83085,10888,1318,326520.51,18720.88,14.2,2024-05-18
CAMP-01521,Affiliate,CJ Affiliate,North America,6839,484,28,8801.14,1916.67,68.45,2023-05-03
CAMP-01522,Influencer,Instagram Influencer,Middle East & Africa,12978,625,22,3445.56,17597.04,799.87,2024-01-06
CAMP-01523,SEO/Content,Organic Search,Asia Pacific,43174,3358,215,29465.54,5023.26,23.36,2024-10-05
CAMP-01524,Affiliate,CJ Affiliate,Asia Pacific,52362,3990,288,57818.95,2153.74,7.48,2024-06-08
CAMP-01525,Email,SendGrid,Europe,2901,184,5,862.29,843.69,168.74,2024-08-18
CAMP-01526,Paid Ads,YouTube Ads,Europe,56021,7456,1008,236212.4,13238.77,13.13,2024-01-01
CAMP-01527,Paid Ads,Bing Ads,Latin America,43374,3717,342,47608.35,8779.77,25.67,2024-10-13
CAMP-01528,Paid Ads,Google Ads,Asia Pacific,89690,9665,896,127325.48,8832.25,9.86,2023-10-26
CAMP-01529,Email,HubSpot,Europe,56107,9722,1389,318422.15,1846.02,1.33,2024-10-05
CAMP-01530,Email,HubSpot,Europe,37692,16033,2268,333808.86,2906.22,1.28,2024-07-10
CAMP-01531,Paid Ads,Bing Ads,Asia Pacific,30398,2597,293,58055.45,13434.19,45.85,2024-12-02
CAMP-01532,Paid Ads,Google Ads,Middle East & Africa,17070,456,20,2111.7,1886.5,94.33,2024-08-16
CAMP-01533,Social Media,Facebook,Europe,60852,2156,74,15776.04,11575.88,156.43,2024-06-14
CAMP-01534,Influencer,YouTube Influencer,Asia Pacific,3331,39,0,0.0,1937.93,1937.93,2023-06-16
CAMP-01535,Social Media,Instagram,Europe,7351,306,5,817.6,6414.97,1282.99,2024-07-26
CAMP-01536,SEO/Content,Content Hub,Middle East & Africa,8616,876,40,3247.41,2705.08,67.63,2024-12-20
CAMP-01537,Email,SendGrid,Latin America,20517,1501,71,9586.5,1031.51,14.53,2023-03-20
CAMP-01538,Social Media,Facebook,Latin America,12000,297,17,1461.27,5838.37,343.43,2023-12-23
CAMP-01539,Paid Ads,Meta Ads,Latin America,14408,443,18,2947.92,4500.62,250.03,2024-09-03
CAMP-01540,Paid Ads,Meta Ads,Asia Pacific,14803,1601,83,13580.03,8892.78,107.14,2023-01-30
CAMP-01541,Email,Mailchimp,Europe,14420,1322,44,8059.27,774.2,17.6,2024-12-11
CAMP-01542,Social Media,LinkedIn,Europe,6303,135,1,122.95,3689.86,3689.86,2023-08-03
CAMP-01543,Email,SendGrid,North America,3956,289,9,1665.91,502.5,55.83,2023-03-21
CAMP-01544,Influencer,YouTube Influencer,North America,17586,263,9,2697.48,7296.88,810.76,2023-07-21
CAMP-01545,Affiliate,Rakuten,Middle East & Africa,31496,1475,31,5651.24,1408.48,45.43,2023-03-02
CAMP-01546,Paid Ads,Google Ads,North America,234479,30474,8341,2087791.25,12259.24,1.47,2023-11-05
CAMP-01547,Email,Mailchimp,Middle East & Africa,26770,2720,158,21942.45,1328.27,8.41,2023-07-30
CAMP-01548,Social Media,Instagram,Asia Pacific,17589,205,0,0.0,1975.55,1975.55,2023-01-30
CAMP-01549,Affiliate,ShareASale,Middle East & Africa,58099,3635,313,23988.56,2814.92,8.99,2023-12-23
CAMP-01550,SEO/Content,Content Hub,Middle East & Africa,14631,1513,85,8425.2,2432.74,28.62,2023-09-05
CAMP-01551,Email,Mailchimp,Middle East & Africa,47418,8027,299,40325.99,2039.24,6.82,2023-01-15
CAMP-01552,Affiliate,CJ Affiliate,Asia Pacific,53183,6161,876,245180.15,2483.39,2.83,2023-06-25
CAMP-01553,SEO/Content,Blog,North America,55940,13309,947,182951.83,4626.51,4.89,2023-08-08
CAMP-01554,Affiliate,ShareASale,Asia Pacific,15602,1396,126,24390.03,1706.47,13.54,2024-12-15
CAMP-01555,Influencer,TikTok Influencer,North America,40273,1526,67,18401.05,15701.25,234.35,2023-07-05
CAMP-01556,Influencer,YouTube Influencer,Europe,42176,3116,233,57789.42,22469.11,96.43,2024-06-10
CAMP-01557,Email,SendGrid,North America,14456,1515,86,15422.06,1158.56,13.47,2024-04-22
CAMP-01558,Social Media,Twitter,Asia Pacific,81836,5215,391,53341.12,12375.14,31.65,2024-12-22
CAMP-01559,Affiliate,CJ Affiliate,North America,54230,11589,2581,527192.33,6546.2,2.54,2023-12-02
CAMP-01560,Influencer,YouTube Influencer,Latin America,17190,397,6,757.04,5625.67,937.61,2024-09-06
CAMP-01561,Affiliate,ShareASale,Europe,167855,24817,3856,1138118.14,2624.05,0.68,2024-07-21
CAMP-01562,Influencer,Instagram Influencer,North America,126323,11707,621,100677.07,18833.72,30.33,2024-05-02
CAMP-01563,Paid Ads,Meta Ads,North America,68186,5950,534,77243.81,23626.31,44.24,2024-11-21
CAMP-01564,Email,SendGrid,Latin America,25945,3593,184,15886.46,1056.06,5.74,2024-06-19
CAMP-01565,Email,Mailchimp,Europe,43878,6622,1091,271488.78,2687.18,2.46,2024-02-09
CAMP-01566,SEO/Content,Blog,Europe,143153,23556,2191,402002.23,5683.78,2.59,2023-03-08
CAMP-01567,Social Media,LinkedIn,Europe,31664,1356,103,18698.27,7197.92,69.88,2024-09-01
CAMP-01568,Influencer,Instagram Influencer,Europe,22454,1167,52,8013.84,10183.56,195.84,2024-03-10
CAMP-01569,Paid Ads,Bing Ads,Latin America,88248,5738,308,56514.15,8660.38,28.12,2023-12-31
CAMP-01570,SEO/Content,Organic Search,Latin America,8635,956,41,4715.71,1797.27,43.84,2024-06-07
CAMP-01571,Influencer,Instagram Influencer,North America,63389,5770,333,105385.14,22473.87,67.49,2023-09-14
CAMP-01572,Social Media,Instagram,North America,24037,422,36,7965.19,5192.63,144.24,2023-04-12
CAMP-01573,Email,SendGrid,North America,26365,10252,853,205314.41,2805.74,3.29,2023-07-03
CAMP-01574,Affiliate,ShareASale,Europe,57662,4701,750,131143.22,5653.73,7.54,2023-11-07
CAMP-01575,Email,Mailchimp,Middle East & Africa,7361,1003,81,7913.37,2390.68,29.51,2024-05-19
CAMP-01576,Social Media,LinkedIn,Latin America,33914,737,26,3043.46,3344.12,128.62,2024-05-17
CAMP-01577,SEO/Content,Organic Search,Middle East & Africa,15843,1306,41,4311.14,1653.09,40.32,2024-07-13
CAMP-01578,Email,SendGrid,North America,56679,18368,1748,555632.51,1346.18,0.77,2024-01-28
CAMP-01579,Influencer,YouTube Influencer,Latin America,9769,191,3,224.88,3934.36,1311.45,2023-02-06
CAMP-01580,SEO/Content,Content Hub,Asia Pacific,20407,1813,117,17356.11,2878.03,24.6,2024-12-24
CAMP-01581,Influencer,Instagram Influencer,Asia Pacific,26441,944,42,4739.93,22913.79,545.57,2024-02-03
CAMP-01582,Email,HubSpot,Latin America,82493,13563,1535,203532.54,2067.2,1.35,2024-11-06
CAMP-01583,SEO/Content,Content Hub,Latin America,31033,2098,66,9688.74,3041.89,46.09,2024-05-02
CAMP-01584,Social Media,Facebook,Latin America,97907,2562,127,12992.3,3153.85,24.83,2023-09-27
CAMP-01585,Influencer,TikTok Influencer,Asia Pacific,105558,8031,514,83182.34,26289.75,51.15,2023-10-19
CAMP-01586,Email,HubSpot,North America,8398,1249,72,17722.17,747.91,10.39,2023-05-12
CAMP-01587,Paid Ads,Google Ads,Asia Pacific,48164,1852,74,19260.87,9792.13,132.33,2024-01-25
CAMP-01588,Paid Ads,Bing Ads,Latin America,89453,2243,65,7354.43,5890.79,90.63,2023-12-26
CAMP-01589,Social Media,Instagram,Europe,36927,2107,165,15718.23,6032.91,36.56,2024-10-25
CAMP-01590,Email,HubSpot,North America,10535,743,49,7769.65,920.65,18.79,2023-11-09
CAMP-01591,Social Media,Facebook,Middle East & Africa,8691,162,2,227.16,2332.6,1166.3,2023-11-30
CAMP-01592,Affiliate,ShareASale,Middle East & Africa,46218,2628,70,9615.47,2290.84,32.73,2024-06-11
CAMP-01593,Paid Ads,Google Ads,Latin America,12077,335,19,1933.02,5836.9,307.21,2024-08-25
CAMP-01594,Paid Ads,YouTube Ads,Middle East & Africa,14263,530,18,2838.73,8738.01,485.44,2024-02-04
CAMP-01595,Email,SendGrid,North America,74498,21793,5704,2054275.37,4014.93,0.7,2024-12-08
CAMP-01596,Paid Ads,YouTube Ads,Middle East & Africa,16382,790,8,1215.79,6329.06,791.13,2024-11-14
CAMP-01597,SEO/Content,Organic Search,Asia Pacific,39237,2351,99,19482.4,1365.65,13.79,2024-03-22
CAMP-01598,Affiliate,CJ Affiliate,Middle East & Africa,16672,829,16,2221.48,1390.79,86.92,2023-08-08
CAMP-01599,Email,SendGrid,Middle East & Africa,20026,1619,51,7232.48,936.92,18.37,2024-02-16
CAMP-01600,SEO/Content,Content Hub,North America,9085,346,9,2138.65,1296.43,144.05,2024-08-15
CAMP-01601,Paid Ads,Bing Ads,North America,58701,2908,135,49014.8,10245.09,75.89,2024-08-03
CAMP-01602,Influencer,YouTube Influencer,Europe,22015,323,6,1362.22,8160.07,1360.01,2023-12-22
CAMP-01603,Affiliate,ShareASale,Middle East & Africa,5539,327,25,3949.62,1416.52,56.66,2023-11-04
CAMP-01604,SEO/Content,Organic Search,Europe,29898,6873,643,118321.97,7009.33,10.9,2024-02-29
CAMP-01605,SEO/Content,Content Hub,Latin America,13298,1328,115,10100.53,4067.85,35.37,2024-11-18
CAMP-01606,Social Media,Facebook,Middle East & Africa,30258,992,35,2889.87,3331.64,95.19,2023-07-11
CAMP-01607,Social Media,Twitter,Asia Pacific,106180,3062,125,9051.76,6284.28,50.27,2024-10-15
CAMP-01608,SEO/Content,Organic Search,Middle East & Africa,14259,746,20,2160.91,1479.67,73.98,2024-10-03
CAMP-01609,Social Media,LinkedIn,Latin America,32568,1315,59,6060.78,7034.22,119.22,2023-06-01
CAMP-01610,Affiliate,Rakuten,Asia Pacific,112851,14594,714,178966.56,3642.82,5.1,2024-03-21
CAMP-01611,Email,HubSpot,Europe,49380,10574,1471,248160.84,3601.82,2.45,2024-02-27
CAMP-01612,Paid Ads,Meta Ads,Asia Pacific,30397,1997,220,47670.21,15230.89,69.23,2024-12-04
CAMP-01613,Influencer,Instagram Influencer,North America,9745,670,37,7151.62,22829.3,617.01,2023-06-03
CAMP-01614,Social Media,LinkedIn,Latin America,27071,714,15,1832.99,3681.58,245.44,2024-05-12
CAMP-01615,Influencer,YouTube Influencer,North America,84040,2296,52,13458.71,18218.32,350.35,2023-07-26
CAMP-01616,Social Media,Facebook,Asia Pacific,28784,2043,96,11398.1,4913.93,51.19,2023-10-12
CAMP-01617,Social Media,Facebook,Latin America,21432,421,4,367.89,2618.87,654.72,2023-01-21
CAMP-01618,Email,SendGrid,Middle East & Africa,32653,7471,607,91088.51,2786.02,4.59,2023-11-02
CAMP-01619,Influencer,YouTube Influencer,North America,13259,470,19,3353.36,12435.3,654.49,2024-02-11
CAMP-01620,Affiliate,CJ Affiliate,Europe,46413,6740,617,163722.7,3518.87,5.7,2023-04-25
CAMP-01621,SEO/Content,Blog,Middle East & Africa,31479,3488,201,15674.98,2609.17,12.98,2024-11-11
CAMP-01622,SEO/Content,Organic Search,Latin America,9312,926,63,4802.6,4150.95,65.89,2023-04-03
CAMP-01623,Email,SendGrid,Asia Pacific,15901,5837,794,142086.17,2421.61,3.05,2024-08-21
CAMP-01624,Affiliate,Rakuten,Europe,74841,8423,815,119534.04,5034.2,6.18,2024-03-09
CAMP-01625,Email,Mailchimp,Europe,76867,20511,2020,331759.34,4061.11,2.01,2023-10-09
CAMP-01626,Paid Ads,Google Ads,Latin America,25057,835,50,7128.91,9700.42,194.01,2024-06-30
CAMP-01627,Email,SendGrid,Middle East & Africa,19239,3207,252,17558.18,1404.07,5.57,2024-03-09
CAMP-01628,Social Media,LinkedIn,Europe,54387,2623,137,26019.46,7529.71,54.96,2024-01-07
CAMP-01629,Paid Ads,Bing Ads,North America,13430,13,1,192.5,17173.61,17173.61,2024-10-22
CAMP-01630,SEO/Content,Blog,North America,202019,53025,6957,1749849.27,6940.33,1.0,2024-12-08
CAMP-01631,Affiliate,CJ Affiliate,Asia Pacific,68207,3626,317,36733.11,2706.52,8.54,2024-07-19
CAMP-01632,Affiliate,Rakuten,Asia Pacific,50942,991,29,6608.28,1292.14,44.56,2024-12-02
CAMP-01633,Social Media,Twitter,Latin America,12363,297,14,1354.33,5209.17,372.08,2023-01-09
CAMP-01634,Influencer,YouTube Influencer,Asia Pacific,13551,1000,44,12485.16,10696.79,243.11,2023-04-03
CAMP-01635,Social Media,LinkedIn,Europe,16866,936,80,5937.82,7965.9,99.57,2023-06-14
CAMP-01636,Affiliate,ShareASale,Latin America,12456,835,67,9520.83,2043.25,30.5,2023-02-04
CAMP-01637,Email,SendGrid,Latin America,26185,2792,321,43430.87,1932.72,6.02,2024-02-27
CAMP-01638,Paid Ads,YouTube Ads,North America,26103,2052,103,17800.4,10209.99,99.13,2023-06-14
CAMP-01639,SEO/Content,Blog,Asia Pacific,24105,2810,190,24245.46,4002.0,21.06,2024-03-06
CAMP-01640,SEO/Content,Content Hub,Asia Pacific,128839,38556,6356,686717.8,3865.52,0.61,2024-04-09
CAMP-01641,Email,HubSpot,Europe,84032,12293,733,129495.95,1772.78,2.42,2024-10-07
CAMP-01642,Affiliate,CJ Affiliate,North America,61578,6419,1073,246119.42,4231.03,3.94,2024-02-15
CAMP-01643,Paid Ads,Bing Ads,Middle East & Africa,8912,242,10,1084.08,4353.03,435.3,2023-03-26
CAMP-01644,Social Media,Instagram,Middle East & Africa,166859,7006,355,33777.13,3855.06,10.86,2024-12-03
CAMP-01645,Paid Ads,YouTube Ads,Latin America,25540,1613,108,19038.55,7835.17,72.55,2023-05-17
CAMP-01646,Affiliate,Rakuten,Asia Pacific,12418,1025,132,26936.41,2903.86,22.0,2023-10-16
CAMP-01647,Influencer,YouTube Influencer,Europe,19823,1286,126,28038.51,24054.95,190.91,2024-02-07
CAMP-01648,SEO/Content,Blog,North America,47293,7512,367,73658.98,3274.55,8.92,2023-01-24
CAMP-01649,Affiliate,Rakuten,Europe,19096,3381,554,116354.74,3852.31,6.95,2023-04-02
CAMP-01650,Social Media,LinkedIn,Europe,20701,762,37,7995.53,8730.97,235.97,2023-02-20
CAMP-01651,Influencer,TikTok Influencer,Asia Pacific,21080,363,6,1342.03,4300.69,716.78,2023-06-02
CAMP-01652,Paid Ads,Meta Ads,Middle East & Africa,94460,4042,210,30561.86,6282.06,29.91,2023-05-01
CAMP-01653,SEO/Content,Organic Search,Latin America,51255,6867,445,66237.45,2503.99,5.63,2024-11-20
CAMP-01654,Social Media,Instagram,Europe,41100,1191,66,5796.2,8818.54,133.61,2023-09-30
CAMP-01655,Influencer,YouTube Influencer,Europe,29304,1613,73,18823.36,22804.08,312.38,2024-03-17
CAMP-01656,SEO/Content,Blog,Asia Pacific,17785,3077,185,27039.0,3997.63,21.61,2024-11-24
CAMP-01657,Social Media,Twitter,Europe,85566,2520,63,8325.66,11690.89,185.57,2023-01-30
CAMP-01658,Paid Ads,Meta Ads,Middle East & Africa,156151,11694,486,27782.26,9727.38,20.02,2024-04-06
CAMP-01659,Paid Ads,YouTube Ads,North America,127017,15824,1879,436837.63,10553.72,5.62,2023-01-11
CAMP-01660,Paid Ads,YouTube Ads,Europe,96462,13116,1238,364163.55,20582.1,16.63,2024-12-31
CAMP-01661,Influencer,TikTok Influencer,Middle East & Africa,4970,92,0,0.0,4717.62,4717.62,2023-09-20
CAMP-01662,SEO/Content,Blog,North America,53468,12131,1125,180613.59,7186.96,6.39,2023-12-07
CAMP-01663,Influencer,YouTube Influencer,Middle East & Africa,55618,4586,145,24683.08,11031.42,76.08,2024-11-17
CAMP-01664,SEO/Content,Content Hub,North America,8625,1088,71,16709.76,4167.65,58.7,2023-01-06
CAMP-01665,SEO/Content,Organic Search,Asia Pacific,16752,1410,33,3586.64,1942.13,58.85,2024-02-09
CAMP-01666,Social Media,Facebook,Middle East & Africa,34497,1348,30,3272.36,7252.35,241.75,2023-07-03
CAMP-01667,SEO/Content,Organic Search,Asia Pacific,3617,109,1,119.57,636.37,636.37,2024-04-24
CAMP-01668,Paid Ads,YouTube Ads,Europe,11810,382,7,2214.11,2734.93,390.7,2023-09-24
CAMP-01669,Email,Mailchimp,Latin America,38563,5974,496,41937.98,1138.92,2.3,2023-10-15
CAMP-01670,Influencer,YouTube Influencer,Asia Pacific,40740,1798,88,13009.36,26710.13,303.52,2024-09-19
CAMP-01671,Paid Ads,Bing Ads,Latin America,57135,6246,556,106645.73,16806.21,30.23,2023-06-18
CAMP-01672,Influencer,Instagram Influencer,Middle East & Africa,24512,594,19,2749.35,17003.7,894.93,2024-11-04
CAMP-01673,Influencer,Instagram Influencer,Europe,9282,89,1,203.26,5714.1,5714.1,2023-06-02
CAMP-01674,Social Media,Facebook,Latin America,143724,4818,182,16680.13,5365.81,29.48,2023-09-24
CAMP-01675,Influencer,YouTube Influencer,North America,11095,209,2,579.48,5018.19,2509.09,2024-05-21
CAMP-01676,Paid Ads,YouTube Ads,Latin America,11784,146,1,116.55,2643.79,2643.79,2024-05-19
CAMP-01677,Affiliate,CJ Affiliate,North America,3125,118,2,565.09,1133.36,566.68,2023-12-24
CAMP-01678,Paid Ads,Meta Ads,Europe,202937,12882,1533,361054.91,18220.33,11.89,2024-06-04
CAMP-01679,SEO/Content,Content Hub,Middle East & Africa,17320,1425,47,5626.31,2877.85,61.23,2023-08-06
CAMP-01680,Email,HubSpot,Middle East & Africa,20898,2723,163,19183.6,1218.14,7.47,2023-07-04
CAMP-01681,Email,Mailchimp,Latin America,6528,795,71,10285.86,1292.95,18.21,2024-11-24
CAMP-01682,Paid Ads,Google Ads,Asia Pacific,10661,930,107,19718.98,7004.53,65.46,2024-11-28
CAMP-01683,Email,SendGrid,Asia Pacific,5748,423,26,4920.81,908.79,34.95,2024-08-27
CAMP-01684,Email,SendGrid,Europe,7174,706,28,2629.8,603.22,21.54,2023-01-30
CAMP-01685,Affiliate,Rakuten,Latin America,14187,1002,58,8362.16,2697.94,46.52,2024-04-09
CAMP-01686,Paid Ads,Google Ads,Asia Pacific,119934,5695,391,75247.06,9249.81,23.66,2023-02-14
CAMP-01687,Influencer,YouTube Influencer,Middle East & Africa,34256,1060,18,3511.71,9118.22,506.57,2023-05-13
CAMP-01688,Email,HubSpot,Asia Pacific,13794,3821,606,109776.3,604.56,1.0,2023-11-27
CAMP-01689,Affiliate,CJ Affiliate,Middle East & Africa,9045,620,26,2575.36,1835.59,70.6,2024-09-08
CAMP-01690,Influencer,YouTube Influencer,Europe,20122,628,9,2483.89,7926.92,880.77,2023-09-03
CAMP-01691,Influencer,Instagram Influencer,North America,82370,5005,187,51369.92,26535.15,141.9,2023-08-02
CAMP-01692,Influencer,YouTube Influencer,Europe,25069,562,15,3328.22,9261.7,617.45,2023-05-04
CAMP-01693,Influencer,TikTok Influencer,Asia Pacific,12198,776,42,5486.4,13483.87,321.04,2024-12-02
CAMP-01694,Paid Ads,Google Ads,Asia Pacific,97018,4340,375,83119.51,11784.67,31.43,2024-06-08
CAMP-01695,Influencer,YouTube Influencer,Latin America,14453,336,3,311.73,3608.44,1202.81,2023-10-02
CAMP-01696,Influencer,Instagram Influencer,Latin America,75936,5483,245,28630.75,15183.64,61.97,2024-01-13
CAMP-01697,Influencer,TikTok Influencer,Latin America,19344,578,10,903.22,5859.89,585.99,2023-04-06
CAMP-01698,Paid Ads,YouTube Ads,Europe,77610,6560,1441,248175.36,10551.82,7.32,2024-10-25
CAMP-01699,Social Media,Twitter,Middle East & Africa,125413,2386,69,7357.0,4042.47,58.59,2024-10-06
CAMP-01700,Email,SendGrid,Latin America,18312,1397,70,11667.69,840.63,12.01,2024-03-23
CAMP-01701,Influencer,YouTube Influencer,Europe,50868,4130,198,43553.37,25662.62,129.61,2023-05-11
CAMP-01702,Paid Ads,Meta Ads,Middle East & Africa,9895,722,46,5854.49,12240.78,266.1,2024-03-13
CAMP-01703,Email,HubSpot,North America,50382,7165,927,265534.73,647.84,0.7,2023-02-16
CAMP-01704,SEO/Content,Organic Search,Latin America,55026,11496,863,46844.2,4510.02,5.23,2023-04-07
CAMP-01705,Affiliate,Rakuten,Asia Pacific,117406,14512,2297,376302.55,3723.64,1.62,2023-12-30
CAMP-01706,Email,HubSpot,North America,24682,7040,1000,146820.52,4438.48,4.44,2023-04-27
CAMP-01707,Influencer,Instagram Influencer,Europe,14146,210,4,1250.85,5825.16,1456.29,2024-02-07
CAMP-01708,Influencer,TikTok Influencer,Asia Pacific,56506,5191,180,21607.16,19602.17,108.9,2023-11-18
CAMP-01709,Influencer,TikTok Influencer,Latin America,30649,1285,56,8874.95,10339.66,184.64,2024-09-30
CAMP-01710,Paid Ads,Meta Ads,Europe,4363,149,4,901.77,4209.62,1052.4,2023-07-09
CAMP-01711,SEO/Content,Organic Search,North America,107328,27377,3015,746847.89,6472.23,2.15,2024-03-20
CAMP-01712,Email,SendGrid,North America,38170,9318,1495,317731.12,2460.8,1.65,2023-01-14
CAMP-01713,Influencer,YouTube Influencer,Latin America,104581,6576,418,60251.46,24278.36,58.08,2024-11-04
CAMP-01714,SEO/Content,Content Hub,Latin America,88535,13796,1019,143863.78,4028.47,3.95,2023-11-07
CAMP-01715,SEO/Content,Organic Search,Latin America,16836,885,25,2389.31,1117.45,44.7,2023-11-06
CAMP-01716,Social Media,Facebook,Europe,10827,289,12,1895.64,5337.84,444.82,2023-04-25
CAMP-01717,Affiliate,CJ Affiliate,North America,68394,4846,293,118133.57,1208.66,4.13,2023-08-03
CAMP-01718,Social Media,Instagram,Latin America,17287,763,24,2360.64,7358.07,306.59,2024-10-03
CAMP-01719,SEO/Content,Blog,North America,104442,26208,2872,512725.83,8079.51,2.81,2023-11-05
